2/3/2020,04:00,-1.69081
2/3/2020,04:01,-1.69081
2/3/2020,04:02,-1.69081
2/3/2020,04:03,-1.69081
2/3/2020,04:04,-1.69081
2/3/2020,04:05,-1.69081
2/3/2020,04:06,-1.69081
2/3/2020,04:07,-1.69081
2/3/2020,04:08,-1.69081
2/3/2020,04:09,-1.69081
2/3/2020,04:10,-1.69081
2/3/2020,04:11,-1.69081
2/3/2020,04:12,-1.69081
2/3/2020,04:13,-1.69081
2/3/2020,04:14,-1.69081
2/3/2020,04:15,-1.69081
2/3/2020,04:16,-1.69081
2/3/2020,04:17,-1.70208
2/3/2020,04:18,-1.74153
2/3/2020,04:19,-1.74717
2/3/2020,04:20,-1.74153
2/3/2020,04:21,-1.81480
2/3/2020,04:22,-1.84298
2/3/2020,04:23,-1.74153
2/3/2020,04:24,-1.75844
2/3/2020,04:25,-1.80353
2/3/2020,04:26,-1.79225
2/3/2020,04:27,-1.88243
2/3/2020,04:28,-1.88807
2/3/2020,04:29,-1.92752
2/3/2020,04:30,-1.96134
2/3/2020,04:31,-1.89370
2/3/2020,04:32,-1.89934
2/3/2020,04:33,-1.97261
2/3/2020,04:34,-1.98951
2/3/2020,04:35,-1.97824
2/3/2020,04:36,-2.01769
2/3/2020,04:37,-2.00079
2/3/2020,04:38,-2.01769
2/3/2020,04:39,-1.91625
2/3/2020,04:40,-1.91625
2/3/2020,04:41,-1.93316
2/3/2020,04:42,-1.97261
2/3/2020,04:43,-2.04024
2/3/2020,04:44,-2.13042
2/3/2020,04:45,-2.14169
2/3/2020,04:46,-2.13605
2/3/2020,04:47,-2.11351
2/3/2020,04:48,-2.09096
2/3/2020,04:49,-2.03460
2/3/2020,04:50,-2.03460
2/3/2020,04:51,-1.93879
2/3/2020,04:52,-2.01206
2/3/2020,04:53,-2.05151
2/3/2020,04:54,-1.95006
2/3/2020,04:55,-1.97824
2/3/2020,04:56,-1.90497
2/3/2020,04:57,-1.89370
2/3/2020,04:58,-1.89370
2/3/2020,04:59,-1.83734
2/3/2020,05:00,-1.88807
2/3/2020,05:01,-1.82607
2/3/2020,05:02,-1.69081
2/3/2020,05:03,-1.78662
2/3/2020,05:04,-2.01206
2/3/2020,05:05,-2.28822
2/3/2020,05:06,-2.36149
2/3/2020,05:07,-2.36713
2/3/2020,05:08,-2.36713
2/3/2020,05:09,-2.36713
2/3/2020,05:10,-2.36713
2/3/2020,05:11,-2.36713
2/3/2020,05:12,-2.36713
2/3/2020,05:13,-2.36713
2/3/2020,05:14,-2.36713
2/3/2020,05:15,-2.36713
2/3/2020,05:16,-2.36713
2/3/2020,05:17,-2.28259
2/3/2020,05:18,-2.20932
2/3/2020,05:19,-2.13042
2/3/2020,05:20,-2.00079
2/3/2020,05:21,-1.97261
2/3/2020,05:22,-1.89370
2/3/2020,05:23,-1.85425
2/3/2020,05:24,-1.73026
2/3/2020,05:25,-1.70208
2/3/2020,05:26,-1.69081
2/3/2020,05:27,-1.69081
2/3/2020,05:28,-1.69081
2/3/2020,05:29,-1.69081
2/3/2020,05:30,-1.69081
2/3/2020,05:31,-1.69081
2/3/2020,05:32,-1.69081
2/3/2020,05:33,-1.69081
2/3/2020,05:34,-1.69081
2/3/2020,05:35,-1.69081
2/3/2020,05:36,-1.69081
2/3/2020,05:37,-1.69081
2/3/2020,05:38,-1.69081
2/3/2020,05:39,-1.69081
2/3/2020,05:40,-1.69081
2/3/2020,05:41,-1.69081
2/3/2020,05:42,-1.69081
2/3/2020,05:43,-1.69081
2/3/2020,05:44,-1.69081
2/3/2020,05:45,-1.69081
2/3/2020,05:46,-1.69081
2/3/2020,05:47,-1.69081
2/3/2020,05:48,-1.69081
2/3/2020,05:49,-1.69081
2/3/2020,05:50,-1.69081
2/3/2020,05:51,-1.69081
2/3/2020,05:52,-1.69081
2/3/2020,05:53,-1.69081
2/3/2020,05:54,-1.69081
2/3/2020,05:55,-1.69081
2/3/2020,05:56,-1.69081
2/3/2020,05:57,-1.69081
2/3/2020,05:58,-1.69081
2/3/2020,05:59,-1.69081
2/3/2020,06:00,-1.69081
2/3/2020,06:01,-1.69081
2/3/2020,06:02,-1.69081
2/3/2020,06:03,-1.69081
2/3/2020,06:04,-1.69081
2/3/2020,06:05,-1.69644
2/3/2020,06:06,-1.70208
2/3/2020,06:07,-1.74717
2/3/2020,06:08,-1.83734
